product_name,category,gender,region,occasion
Brocade Upholstery Fabric,Textiles,girl,venice_italy_palazzo,luxury_interior_design (fabric not clothing)
Damask Pattern Table Linen,Home Decor,boy,versailles_france_chateau,formal_dining_setup (linen not clothing)
Toile de Jouy Print Curtains,Home Decor,girl,louisiana_usa_plantation,classic_southern_style (curtains not clothing)
Fair Isle Patterned Socks,Winter Wear,boy,reykjavik_iceland_cabin,cozy_winter_accessory
Aztec Print Poncho,Bohemian Wear,girl,cusco_peru_market,andean_cultural_attire
Mandala Print Yoga Mat Bag,Sportswear,boy,goa_india_yoga_shala,spiritual_fitness_gear (bag not clothing)
Kilim Design Woven Rug,Home Decor,girl,istanbul_turkey_grand_bazaar,middle_eastern_textile_art (rug not clothing)
Shibori Technique Wall Tapestry,Art & Decor,boy,kyoto_japan_artisan_shop,japanese_dyeing_craft (tapestry not clothing)
Batik Art Sarong for Beach,Beachwear,girl,langkawi_malaysia_beach,tropical_textile_wrap
Kente Cloth Print Headwrap,Ethnic Wear,boy,accra_ghana_market,west_african_headdress (headwrap not clothing)
Navajo Patterned Blanket Coat,Outerwear,girl,arizona_usa_desert,native_american_inspired_fashion
Celtic Knot Embroidered Tunic,Historical Costume,boy,dublin_ireland_festival,irish_heritage_clothing
Art Deco Inspired Sequin Dress,Evening Wear,girl,new_york_gatsby_party,roaring_twenties_theme
Baroque Print Silk Robe,Loungewear,boy,vienna_austria_palace_hotel,opulent_relaxation_wear
Rococo Floral Brocade Vest,Formal Wear,girl,paris_versailles_event,historical_court_fashion
Impressionist Painting Print Scarf,Accessory,boy,giverny_france_monet_garden,art_lover_fashion (scarf is accessory)
Surrealist Design T-Shirt,Art Wear,girl,barcelona_dali_museum,wearable_art_statement
Pop Art Graphic Print Hoodie,Streetwear,boy,london_tate_modern,urban_art_fashion
Minimalist Linen Shift Dress,Contemporary Wear,girl,copenhagen_design_district,scandinavian_style
Deconstructed Denim Jacket,Avant_Garde Fashion,boy,antwerp_belgium_fashion_academy,experimental_design
Futuristic Metallic Jumpsuit,Sci_Fi Costume,girl,tokyo_comic_con,cosplay_event
Steampunk Inspired Corset Top,Alternative Fashion,boy,london_steampunk_fair,victorian_sci_fi_style
Gothic Lace Trimmed Velvet Gown,Alternative Wear,girl,whitby_uk_goth_weekend,dark_romantic_fashion
Cyberpunk LED Visor,Costume Accessory,boy,berlin_cyberpunk_event,futuristic dystopian_look (visor not clothing)
Tribal Fusion Belly Dance Belt,Performance Wear,girl,san_francisco_dance_festival,ethnic_dance_costume (belt not clothing)
Boho Chic Embroidered Kimono,Festival Wear,boy,coachella_california,desert_music_festival_style
Grunge Plaid Flannel Shirt Dress,Alternative Casual,girl,seattle_grunge_scene_revival,90s_inspired_look
Preppy Argyle Sweater Vest,Classic American,boy,harvard_university_campus,ivy_league_style
Mod Style Color Block Mini Dress,Retro Fashion,girl,london_carnaby_street_revival,60s_swinging_london_look
Disco Era Sequin Halter Jumpsuit,70s Retro,boy,new_york_studio_54_theme_party,glamorous🕺_nightlife_attire
New Romantic Frilled Shirt,80s Fashion,girl,london_blitz_club_revival,post_punk_dandy_style
Hip Hop Baggy Jeans and Hoodie,90s Streetwear,boy,los_angeles_skate_park,urban_youth_culture
Skater Punk Band T-Shirt,Subculture Wear,girl,california_vans_warped_tour,alternative_music_scene
Indie Folk Embroidered Dress,Bohemian Style,boy,woodstock_ny_folk_festival,singer_songwriter_vibe
EDM Festival Neon Tank Top,Rave Wear,girl,ibiza_superclub,electronic_dance_music_culture
Country Western Pearl Snap Shirt,Americana,boy,texas_honky_tonk_bar,two_stepping_dance_night
Rockabilly Polka Dot Swing Dress,50s Retro,girl,las_vegas_viva_las_vegas_rockabilly,vintage_car_show_attire
Surf Culture Board Shorts and Rash Guard,Beach Lifestyle,boy,hawaii_north_shore,surfing_and_beach_life
Yoga Retreat Organic Cotton Tunic,Wellness Wear,girl,bali_yoga_barn,mindful_living_attire
Digital Nomad Wrinkle-Free Travel Shirt,Lifestyle Tech,boy,chiang_mai_thailand_coworking,location_independent_work_gear
Minimalist Capsule Wardrobe Blouse,Sustainable Living,girl,tokyo_minimalist_apartment,conscious_consumerism_fashion
Upcycled Clothing Patchwork Skirt,Eco Fashion,boy,berlin_flea_market_find,creative_reuse_style
Handmade Artisan Knit Sweater,Slow Fashion,girl,icelandic_wool_farm_shop,traditional_craftsmanship_wear
Zero Waste Pattern Cutting Dress,Ethical Design,boy,london_fashion_week_sustainable_showcase,innovative_pattern_making
Custom Tailored Bespoke Suit,Luxury Craftsmanship,girl,savile_row_london,personalized_formalwear
Vintage Couture Evening Gown,Collectible Fashion,boy,paris_auction_house_preview,haute_couture_history
Theatrical Costume for Shakespeare Play,Performance Art,girl,stratford_upon_avon_rsc,stage_character_attire
Historical Period Drama Ballgown,Film Costume,boy,english_country_estate_filming,cinematic_wardrobe_design
Opera Singer Grand Gala Dress,Classical Performance,girl,milan_la_scala_opening_night,vocal_artist_stage_presence
Ballet Principal Dancer Tutu,Dance Artistry,boy,new_york_lincoln_center_abt,classical_ballet_costuming
Traditional African Wedding Attire,Cultural Celebration,girl,lagos_nigeria_ceremony,heritage_and_matrimony_dress
Japanese Kimono for Tea Ceremony,Cultural Ritual,boy,kyoto_geisha_district,formal_traditional_practice
Indian Classical Dance Costume,Spiritual Art Form,girl,chennai_music_academy_dance_season,devotional_performance_wear
Chinese Opera Elaborate Headdress,Performing Arts Heritage,boy,beijing_opera_house_show,symbolic_stage_costume (headdress not clothing)
Spanish Flamenco Dancer Dress,Passionate Folk Dance,girl,seville_tablao_flamenco,expressive_cultural_attire
Scottish Highland Games Kilt Outfit,Celtic Tradition,boy,braemar_gathering_scotland,clan_heritage_display
Oktoberfest Bavarian Dirndl and Lederhosen,German Folk Festival,girl,munich_theresienwiese_beer_tent,traditional_celebratory_garb
Venetian Carnival Masquerade Ball Gown,Italian Historic Festival,boy,venice_san_marco_square_carnival,elaborate_masked_costume
Brazilian Samba Carnival Costume,Energetic Street Parade,girl,rio_de_janeiro_sambadrome,feathered_sequined_spectacle
Mardi Gras New Orleans Float Rider Outfit,American Folk Celebration,boy,new_orleans_french_quarter_parade,festive_krewe_colors
Day of the Dead Catrina Dress & Suit,Mexican Cultural Tradition,girl,oaxaca_dia_de_los_muertos_procession,honoring_ancestors_attire
Songkran Festival Thai Floral Shirt,Water Festival Celebration,boy,bangkok_thailand_street_party,new_year_water_blessings
Holi Festival White Kurta for Colors,Indian Spring Festival,girl,mathura_vrindavan_holi_celebrations,joyful_color_play_attire
Lunar New Year Cheongsam/Tang Suit,East Asian Celebration,boy,hong_kong_victoria_harbour_cny,family_reunion_festive_dress
Chuseok Korean Thanksgiving Hanbok,Autumn Harvest Festival,girl,seoul_gyeongbokgung_palace_chuseok,ancestral_rites_traditional_wear
Tanabata Festival Yukata for Wishes,Japanese Star Festival,boy,sendai_tanabata_matsuri,summer_kimono_wish_making
St. Patrick's Day Green Novelty Sweater,Irish Cultural Parade,girl,dublin_st_patricks_day_parade,festive_shamrock_themed_wear
Thanksgiving Cozy Knit Cardigan,American Family Holiday,boy,new_york_macys_parade_viewing,autumn_harvest_feast_comfort
Christmas Eve Velvet Party Dress,Winter Holiday Celebration,girl,vatican_city_midnight_mass,festive_religious_observance
Hanukkah Blue and Silver Outfit,Jewish Festival of Lights,boy,jerusalem_western_wall_menorah_lighting,eight_nights_of_celebration
Eid al-Fitr New Abaya and Kandura,Islamic Religious Festival,girl,dubai_grand_mosque_eid_prayers,end_of_ramadan_celebration
Diwali Silk Saree and Kurta Set,Hindu Festival of Lights,boy,mumbai_marine_drive_diwali_lights,victory_of_light_over_darkness
Vaisakhi Bright Punjabi Suit,Sikh New Year Harvest Festival,girl,amritsar_golden_temple_vaisakhi_mela,cultural_processions_and_feasts
Onam Traditional Kerala Saree & Mundu,Malayali Harvest Festival,boy,kerala_backwaters_onam_sadya,pookalam_and_boat_races
Pongal New Silk Half Saree & Dhoti,Tamil Harvest Festival,girl,tamil_nadu_village_pongal_cooking,sun_god_worship_and_thanksgiving
Navratri Ghagra Choli for Garba Dance,Hindu Nine Nights Festival,boy,gujarat_vadodara_garba_grounds,devotional_dance_and_music
Durga Puja Traditional Bengali Saree,Major Hindu Festival,girl,kolkata_kumartuli_pandal_hopping,goddess_durga_worship_celebration
Ganesh Chaturthi Modak Print Kurta,Elephant God Festival,boy,mumbai_lalbaugcha_raja_visarjan,idol_immersion_procession
Raksha Bandhan Sibling Festival Outfit,Brother-Sister Bond Celebration,girl,delhi_family_home_rakhi_tying,gifts_and_sweets_exchange
Janmashtami Krishna Costume for Kids,Birth of Lord Krishna,boy,mathura_dwarkadhish_temple_celebration,devotional_singing_and_ras_lila
Maha Shivaratri Simple White Attire,Great Night of Shiva,girl,varanasi_kashi_vishwanath_temple_puja,fasting_and_night_long_vigil
Ram Navami Traditional Indian Wear,Birth of Lord Rama,boy,ayodhya_ram_janmabhoomi_celebration,readings_of_ramayana_and_bhajans
Buddha Purnima White Robes for Vesak,Birth of Buddha Celebration,girl,bodh_gaya_mahabodhi_temple_prayers,meditation_and_acts_of_charity
Halloween Spooky Witch Costume,Secular Costume Festival,boy,salem_massachusetts_haunted_happenings,trick_or_treating_and_parties
Easter Sunday Best Dress and Suit,Christian Resurrection Celebration,girl,new_york_st_patricks_cathedral_easter_service,egg_hunts_and_family_meals
Cinco de Mayo Puebla Dress & Charro Suit,Mexican Heritage Celebration,boy,los_angeles_fiesta_broadway,battle_of_puebla_commemoration
Oktoberfest Checkered Shirt & Apron,German Beer Festival Attire,girl,cincinnati_oktoberfest_zinzinnati,beer_steins_and_pretzels
Burns Night Tartan Sash and Kilt,Scottish Poet Celebration,boy,edinburgh_burns_supper,haggis_poetry_and_whisky
Chinese Dragon Boat Festival Silk Robe,Traditional Folk Festival,girl,hong_kong_victoria_harbour_dragon_boat_races,zongzi_rice_dumplings
Mid-Autumn Festival Chang'e Inspired Dress,Harvest Moon Celebration,boy,singapore_gardens_by_the_bay_lantern_display,moon_cakes_and_family_gathering
Hina Matsuri (Doll Festival) Kimono,Japanese Girls' Day,girl,tokyo_homes_displaying_hina_dolls,celebrating_daughters_health_and_happiness
Kodomo no Hi (Children's Day) Samurai Armor,Japanese Boys' Day,boy,japan_koinobori_carp_streamers,wishing_for_sons_strength_and_success
Loy Krathong Thai Silk Costume,Festival of Lights Thailand,girl,chiang_mai_ping_river_krathong_floating,releasing_lanterns_and_gratitude
Obon Festival Summer Yukata,Japanese Buddhist Ancestor Festival,boy,kyoto_gozan_no_okuribi_bonfires,honoring_spirits_of_ancestors
Puri Rath Yatra Odia Handloom Saree,Chariot Festival India,girl,puri_jagannath_temple_rath_yatra,deities_procession_on_grand_chariots
Kumbh Mela Saffron Robes for Sadhus,Hindu Pilgrimage Gathering,boy,prayagraj_triveni_sangam_holy_dip,largest_religious_congregation
Hemis Festival Ladakhi Goncha,Tibetan Buddhist Monastery Festival,girl,ladakh_hemis_gompa_masked_dance,celebrating_guru_padmasambhava
Hornbill Festival Naga Warrior Attire,Tribal Festival Nagaland,boy,kohima_kisama_heritage_village,showcasing_naga_culture_and_traditions
Bihu Festival Mekhela Sador & Gamosa,Assamese New Year Celebration,girl,assam_rang_ghar_bihu_performance,folk_songs_dances_and_feasts
Thrissur Pooram Kerala Set Mundu,Temple Festival Kerala,boy,thrissur_vadakkunnathan_temple_pooram,elephant_processions_and_fireworks
Pushkar Camel Fair Rajasthani Turban,Livestock Fair & Cultural Event,girl,pushkar_rajasthan_camel_races,folk_music_dance_and_trading
International Yoga Day White Activewear,Global Health & Wellness Event,boy,new_york_times_square_yoga_session,promoting_yoga_and_meditation
World Environment Day Green T-Shirt,Environmental Awareness Day,girl,global_tree_planting_drives,advocating_for_planet_protection
Independence Day Tricolor Outfit,National Day Celebration India,boy,delhi_red_fort_flag_hoisting,patriotic_parades_and_speeches
Republic Day Parade Formal Attire,National Day Celebration India,girl,new_delhi_rajpath_parade_viewing,showcasing_india_diversity_and_might
Canada Day Red and White Clothing,National Day Celebration Canada,boy,ottawa_parliament_hill_canada_day_fireworks,concerts_and_festivities
Fourth of July Stars and Stripes Outfit,Independence Day USA,girl,washington_dc_national_mall_fireworks,barbecues_parades_and_patriotism
Bastille Day Blue White Red Ensemble,French National Day,boy,paris_champs_elysees_military_parade,fireworks_at_eiffel_tower
Australia Day Green and Gold Sportswear,National Day Celebration Australia,girl,sydney_harbour_australia_day_regatta,beach_parties_and_citizenship_ceremonies
Waitangi Day Maori Korowai Cloak,National Day New Zealand,boy,waitangi_treaty_grounds_commemoration,cultural_performances_and_haka
Queen's Birthday Parade Uniform,British Royal Celebration,girl,london_buckingham_palace_trooping_the_colour,pomp_and_pageantry
Emperor's Birthday Kimono/Suit,Japanese National Holiday,boy,tokyo_imperial_palace_public_greeting,celebrating_the_reigning_emperor
King's Day Orange Outfit,Dutch National Holiday,girl,amsterdam_canals_kings_day_boat_parade,street_parties_and_flea_markets
National Day UAE Kandura & Abaya,UAE National Celebration,boy,dubai_burj_khalifa_national_day_show,fireworks_car_rallies_and_cultural_events
Saudi National Day Green Thobe,Kingdom Celebration,girl,riyadh_national_day_festivities,traditional_ardah_dance_and_air_shows
Singapore National Day Red and White Top,Nation's Birthday Parade,boy,singapore_marina_bay_ndp_show,aerial_displays_and_community_songs
