product_name,category,gender,region,occasion
Accountant Formal Blazer,Formal Wear,boy,all,corporate_tax_meeting_day_event_day_event_day_event_day_event
Sales Executive Shirt,Workwear,boy,all,sales_client_presentation_day_event_day_event_day_event_day
Customer Support Polo,Workwear,girl,all,call_center_duty_day_event_day_event_day_event_day
Pharmacologist White Coat,Workwear,boy,all,clinical_research_shift_day_event_day_event_day_event_day_event
Tech Consultant T-shirt,Casual Wear,girl,silicon_valley,tech_strategy_meeting_day_event_day_event_day_event_day
Teacher Anarkali Kurti,Ethnic Wear,girl,all_india,school_graduation_day_event_day_event_day_event_day_event_day
Professor Sherwani Set,Ethnic Wear,boy,all_india,university_festive_event_day_event_day_event_day_event_day_event
Engineer Cargo Vest,Workwear,boy,all,field_engineering_inspection_day_event_day_event_day_event_day_event
Fashion Stylist Jumpsuit,Fusion Wear,girl,all,fashion_photoshoot_day_event_day_event_day_event_day_event
Software Developer Polo,Casual Wear,boy,silicon_valley,tech_team_session_day_event_day_event_day_event_day_event
UI Designer Dress,Casual Wear,girl,all,design_team_review_day_event_day_event_day_event_day
Corporate Lawyer Blazer,Formal Wear,boy,all,legal_contract_review_day_event_day_event_day_event_day_event
HR Director Dress,Formal Wear,girl,all,employee_management_meeting_day_event_day_event_day_event_day_event
Bank Manager Suit,Formal Wear,boy,all,bank_branch_review_day_event_day_event_day_event_day_event
Marketing Director Blouse,Formal Wear,girl,all,brand_strategy_meeting_day_event_day_event_day_event_day_event
Chef Coat Set,Workwear,boy,all,culinary_event_day_event_day_event_day_event_day_event
Pastry Chef Apron,Workwear,girl,all,bakery_shift_d
